measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2022-10-19T00:00:00+09:00,smartmeter,,,480.0,,
2022-10-19T00:00:00+09:00,smartmeter,,,,2.6,2.9
2022-10-19T00:00:00+09:00,smartmeter,,2593.46,,,
2022-10-19T00:01:00+09:00,smartmeter,,,480.0,,
2022-10-19T00:01:00+09:00,smartmeter,,,,2.6,2.9
2022-10-19T00:02:00+09:00,smartmeter,,,564.0,,
2022-10-19T00:02:00+09:00,smartmeter,,,,3.4,2.9
2022-10-19T00:03:00+09:00,smartmeter,,,552.0,,
2022-10-19T00:03:00+09:00,smartmeter,,,,3.4,2.9
2022-10-19T00:04:00+09:00,smartmeter,,,556.0,,
2022-10-19T00:04:00+09:00,smartmeter,,,,3.4,2.9
2022-10-19T00:05:00+09:00,smartmeter,,,560.0,,
2022-10-19T00:05:00+09:00,smartmeter,,,,3.4,2.8
2022-10-19T00:06:00+09:00,smartmeter,,,564.0,,
2022-10-19T00:06:00+09:00,smartmeter,,,,3.5,2.8
2022-10-19T00:07:00+09:00,smartmeter,,,632.0,,
2022-10-19T00:07:00+09:00,smartmeter,,,,3.6,3.3
2022-10-19T00:08:00+09:00,smartmeter,,,640.0,,
2022-10-19T00:08:00+09:00,smartmeter,,,,3.6,3.4
2022-10-19T00:09:00+09:00,smartmeter,,,596.0,,
2022-10-19T00:09:00+09:00,smartmeter,,,,3.6,3.1
2022-10-19T00:10:00+09:00,smartmeter,,,616.0,,
2022-10-19T00:10:00+09:00,smartmeter,,,,4.2,2.8
2022-10-19T00:11:00+09:00,smartmeter,,,580.0,,
2022-10-19T00:11:00+09:00,smartmeter,,,,4.1,2.5
2022-10-19T00:12:00+09:00,smartmeter,,,576.0,,
2022-10-19T00:12:00+09:00,smartmeter,,,,4.1,2.4
2022-10-19T00:13:00+09:00,smartmeter,,,576.0,,
2022-10-19T00:13:00+09:00,smartmeter,,,,4.1,2.4
2022-10-19T00:14:00+09:00,smartmeter,,,576.0,,
2022-10-19T00:14:00+09:00,smartmeter,,,,4.1,2.4
