measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-01-23T00:00:00+09:00,smartmeter,62209,,968.0,,
2023-01-23T00:00:00+09:00,smartmeter,62210,,,6.6,3.5
2023-01-23T00:00:00+09:00,smartmeter,62211,4177.27,,,
2023-01-23T00:01:00+09:00,smartmeter,62212,,960.0,,
2023-01-23T00:01:00+09:00,smartmeter,62213,,,6.3,3.8
2023-01-23T00:02:00+09:00,smartmeter,62214,,1004.0,,
2023-01-23T00:02:00+09:00,smartmeter,62215,,,6.8,3.8
2023-01-23T00:03:00+09:00,smartmeter,62216,,1008.0,,
2023-01-23T00:03:00+09:00,smartmeter,62217,,,6.7,3.8
2023-01-23T00:04:00+09:00,smartmeter,62218,,1056.0,,
2023-01-23T00:04:00+09:00,smartmeter,62219,,,6.6,4.4
2023-01-23T00:05:00+09:00,smartmeter,62220,,1048.0,,
2023-01-23T00:05:00+09:00,smartmeter,62221,,,6.6,4.3
2023-01-23T00:06:00+09:00,smartmeter,62222,,624.0,,
2023-01-23T00:06:00+09:00,smartmeter,62223,,,4.8,2.0
2023-01-23T00:07:00+09:00,smartmeter,62224,,632.0,,
2023-01-23T00:07:00+09:00,smartmeter,62225,,,4.9,1.9
2023-01-23T00:08:00+09:00,smartmeter,62226,,728.0,,
2023-01-23T00:08:00+09:00,smartmeter,62227,,,6.0,2.0
2023-01-23T00:09:00+09:00,smartmeter,62228,,704.0,,
2023-01-23T00:09:00+09:00,smartmeter,62229,,,5.8,2.0
2023-01-23T00:10:00+09:00,smartmeter,62230,,944.0,,
2023-01-23T00:10:00+09:00,smartmeter,62231,,,6.7,3.4
2023-01-23T00:11:00+09:00,smartmeter,62232,,1012.0,,
2023-01-23T00:11:00+09:00,smartmeter,62233,,,7.3,3.6
2023-01-23T00:12:00+09:00,smartmeter,62234,,1024.0,,
2023-01-23T00:12:00+09:00,smartmeter,62235,,,7.4,3.5
2023-01-23T00:13:00+09:00,smartmeter,62236,,1052.0,,
2023-01-23T00:13:00+09:00,smartmeter,62237,,,7.7,3.5
2023-01-23T00:14:00+09:00,smartmeter,62238,,1076.0,,
2023-01-23T00:14:00+09:00,smartmeter,62239,,,7.9,3.5
2023-01-23T00:15:00+09:00,smartmeter,62240,,1076.0,,
2023-01-23T00:15:00+09:00,smartmeter,62241,,,7.6,3.8
2023-01-23T00:16:00+09:00,smartmeter,62242,,1112.0,,
2023-01-23T00:16:00+09:00,smartmeter,62243,,,7.6,4.1
2023-01-23T00:17:00+09:00,smartmeter,62244,,1072.0,,
2023-01-23T00:17:00+09:00,smartmeter,62245,,,7.7,3.6
2023-01-23T00:18:00+09:00,smartmeter,62246,,672.0,,
2023-01-23T00:18:00+09:00,smartmeter,62247,,,5.6,1.8
2023-01-23T00:19:00+09:00,smartmeter,62248,,668.0,,
