measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-04-26T00:00:00+09:00,smartmeter,88003,,356.0,,
2023-04-26T00:00:00+09:00,smartmeter,88004,,,2.5,1.8
2023-04-26T00:00:00+09:00,smartmeter,88005,5635.9,,,
2023-04-26T00:01:00+09:00,smartmeter,88006,,364.0,,
2023-04-26T00:01:00+09:00,smartmeter,88007,,,2.5,1.8
2023-04-26T00:02:00+09:00,smartmeter,88008,,388.0,,
2023-04-26T00:02:00+09:00,smartmeter,88009,,,2.7,1.8
2023-04-26T00:03:00+09:00,smartmeter,88010,,364.0,,
2023-04-26T00:03:00+09:00,smartmeter,88011,,,2.5,1.8
2023-04-26T00:04:00+09:00,smartmeter,88012,,356.0,,
2023-04-26T00:04:00+09:00,smartmeter,88013,,,2.4,1.8
2023-04-26T00:05:00+09:00,smartmeter,88014,,364.0,,
2023-04-26T00:05:00+09:00,smartmeter,88015,,,2.5,1.8
2023-04-26T00:06:00+09:00,smartmeter,88016,,380.0,,
2023-04-26T00:06:00+09:00,smartmeter,88017,,,2.6,1.8
2023-04-26T00:07:00+09:00,smartmeter,88018,,336.0,,
2023-04-26T00:07:00+09:00,smartmeter,88019,,,2.3,1.8
2023-04-26T00:08:00+09:00,smartmeter,88020,,276.0,,
2023-04-26T00:08:00+09:00,smartmeter,88021,,,2.1,1.5
2023-04-26T00:09:00+09:00,smartmeter,88022,,264.0,,
2023-04-26T00:09:00+09:00,smartmeter,88023,,,2.0,1.5
2023-04-26T00:10:00+09:00,smartmeter,88024,,264.0,,
2023-04-26T00:10:00+09:00,smartmeter,88025,,,2.0,1.5
2023-04-26T00:11:00+09:00,smartmeter,88026,,284.0,,
2023-04-26T00:11:00+09:00,smartmeter,88027,,,2.2,1.4
2023-04-26T00:12:00+09:00,smartmeter,88028,,244.0,,
2023-04-26T00:12:00+09:00,smartmeter,88029,,,2.0,1.3
2023-04-26T00:14:00+09:00,smartmeter,88030,,388.0,,
2023-04-26T00:14:00+09:00,smartmeter,88031,,,3.4,1.3
2023-04-26T00:15:00+09:00,smartmeter,88032,,692.0,,
2023-04-26T00:15:00+09:00,smartmeter,88033,,,3.0,4.5
2023-04-26T00:16:00+09:00,smartmeter,88034,,368.0,,
2023-04-26T00:16:00+09:00,smartmeter,88035,,,3.1,1.3
2023-04-26T00:17:00+09:00,smartmeter,88036,,420.0,,
2023-04-26T00:17:00+09:00,smartmeter,88037,,,3.8,1.3
2023-04-26T00:18:00+09:00,smartmeter,88038,,412.0,,
2023-04-26T00:18:00+09:00,smartmeter,88039,,,3.6,1.3
2023-04-26T00:19:00+09:00,smartmeter,88040,,412.0,,
2023-04-26T00:19:00+09:00,smartmeter,88041,,,3.6,1.3
2023-04-26T00:20:00+09:00,smartmeter,88042,,408.0,,
2023-04-26T00:20:00+09:00,smartmeter,88043,,,3.7,1.3
2023-04-26T00:21:00+09:00,smartmeter,88044,,452.0,,
2023-04-26T00:21:00+09:00,smartmeter,88045,,,3.9,1.5
2023-04-26T00:22:00+09:00,smartmeter,88046,,448.0,,
2023-04-26T00:22:00+09:00,smartmeter,88047,,,3.8,1.4
2023-04-26T00:23:00+09:00,smartmeter,88048,,424.0,,
2023-04-26T00:23:00+09:00,smartmeter,88049,,,3.7,1.4
2023-04-26T00:24:00+09:00,smartmeter,88050,,448.0,,
2023-04-26T00:24:00+09:00,smartmeter,88051,,,3.6,1.6
2023-04-26T00:25:00+09:00,smartmeter,88052,,432.0,,
2023-04-26T00:25:00+09:00,smartmeter,88053,,,3.7,1.4
2023-04-26T00:26:00+09:00,smartmeter,88054,,448.0,,
2023-04-26T00:26:00+09:00,smartmeter,88055,,,3.7,1.5
2023-04-26T00:27:00+09:00,smartmeter,88056,,552.0,,
2023-04-26T00:27:00+09:00,smartmeter,88057,,,3.8,2.6
2023-04-26T00:28:00+09:00,smartmeter,88058,,500.0,,
2023-04-26T00:28:00+09:00,smartmeter,88059,,,3.6,2.2
2023-04-26T00:29:00+09:00,smartmeter,88060,,496.0,,
2023-04-26T00:29:00+09:00,smartmeter,88061,,,3.5,2.1
2023-04-26T00:30:00+09:00,smartmeter,88062,,504.0,,
2023-04-26T00:30:00+09:00,smartmeter,88063,,,3.6,2.2
2023-04-26T00:30:00+09:00,smartmeter,88064,5636.1,,,
2023-04-26T00:31:00+09:00,smartmeter,88065,,520.0,,
2023-04-26T00:31:00+09:00,smartmeter,88066,,,3.7,2.2
2023-04-26T00:32:00+09:00,smartmeter,88067,,528.0,,
2023-04-26T00:32:00+09:00,smartmeter,88068,,,3.8,2.2
2023-04-26T00:33:00+09:00,smartmeter,88069,,508.0,,
2023-04-26T00:33:00+09:00,smartmeter,88070,,,3.6,2.2
2023-04-26T00:34:00+09:00,smartmeter,88071,,496.0,,
2023-04-26T00:34:00+09:00,smartmeter,88072,,,3.5,2.2
2023-04-26T00:35:00+09:00,smartmeter,88073,,472.0,,
2023-04-26T00:35:00+09:00,smartmeter,88074,,,3.5,2.0
2023-04-26T00:36:00+09:00,smartmeter,88075,,392.0,,
2023-04-26T00:36:00+09:00,smartmeter,88076,,,2.5,2.0
2023-04-26T00:37:00+09:00,smartmeter,88077,,404.0,,
2023-04-26T00:37:00+09:00,smartmeter,88078,,,2.7,1.9
2023-04-26T00:38:00+09:00,smartmeter,88079,,380.0,,
2023-04-26T00:38:00+09:00,smartmeter,88080,,,2.8,1.7
2023-04-26T00:39:00+09:00,smartmeter,88081,,372.0,,
2023-04-26T00:39:00+09:00,smartmeter,88082,,,2.6,1.7
2023-04-26T00:40:00+09:00,smartmeter,88083,,356.0,,
2023-04-26T00:40:00+09:00,smartmeter,88084,,,2.5,1.7
2023-04-26T00:41:00+09:00,smartmeter,88085,,348.0,,
2023-04-26T00:41:00+09:00,smartmeter,88086,,,2.5,1.7
2023-04-26T00:42:00+09:00,smartmeter,88087,,368.0,,
2023-04-26T00:42:00+09:00,smartmeter,88088,,,2.6,1.7
2023-04-26T00:43:00+09:00,smartmeter,88089,,380.0,,
2023-04-26T00:43:00+09:00,smartmeter,88090,,,2.7,1.7
2023-04-26T00:44:00+09:00,smartmeter,88091,,360.0,,
2023-04-26T00:44:00+09:00,smartmeter,88092,,,2.6,1.7
2023-04-26T00:45:00+09:00,smartmeter,88093,,356.0,,
2023-04-26T00:45:00+09:00,smartmeter,88094,,,2.5,1.7
2023-04-26T00:46:00+09:00,smartmeter,88095,,348.0,,
2023-04-26T00:46:00+09:00,smartmeter,88096,,,2.5,1.7
2023-04-26T00:47:00+09:00,smartmeter,88097,,348.0,,
2023-04-26T00:47:00+09:00,smartmeter,88098,,,2.5,1.7
2023-04-26T00:48:00+09:00,smartmeter,88099,,348.0,,
2023-04-26T00:48:00+09:00,smartmeter,88100,,,2.5,1.7
2023-04-26T00:49:00+09:00,smartmeter,88101,,372.0,,
2023-04-26T00:49:00+09:00,smartmeter,88102,,,2.7,1.7
2023-04-26T00:50:00+09:00,smartmeter,88103,,356.0,,
2023-04-26T00:50:00+09:00,smartmeter,88104,,,2.6,1.7
2023-04-26T00:51:00+09:00,smartmeter,88105,,352.0,,
2023-04-26T00:51:00+09:00,smartmeter,88106,,,2.5,1.7
2023-04-26T00:52:00+09:00,smartmeter,88107,,424.0,,
2023-04-26T00:52:00+09:00,smartmeter,88108,,,3.7,1.3
2023-04-26T00:53:00+09:00,smartmeter,88109,,420.0,,
2023-04-26T00:53:00+09:00,smartmeter,88110,,,3.7,1.3
2023-04-26T00:54:00+09:00,smartmeter,88111,,424.0,,
2023-04-26T00:54:00+09:00,smartmeter,88112,,,3.7,1.3
