measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2022-12-18T00:00:00+09:00,smartmeter,,,588.0,,
2022-12-18T00:00:00+09:00,smartmeter,,,,4.5,1.9
2022-12-18T00:00:00+09:00,smartmeter,,3528.01,,,
2022-12-18T00:01:00+09:00,smartmeter,,,576.0,,
2022-12-18T00:01:00+09:00,smartmeter,,,,4.4,1.9
2022-12-18T00:02:00+09:00,smartmeter,,,564.0,,
2022-12-18T00:02:00+09:00,smartmeter,,,,4.3,1.9
2022-12-18T00:03:00+09:00,smartmeter,,,576.0,,
2022-12-18T00:03:00+09:00,smartmeter,,,,4.4,1.9
2022-12-18T00:04:00+09:00,smartmeter,,,648.0,,
2022-12-18T00:04:00+09:00,smartmeter,,,,4.5,2.4
2022-12-18T00:05:00+09:00,smartmeter,,,564.0,,
2022-12-18T00:05:00+09:00,smartmeter,,,,4.3,1.9
2022-12-18T00:06:00+09:00,smartmeter,,,576.0,,
2022-12-18T00:06:00+09:00,smartmeter,,,,4.4,1.9
2022-12-18T00:07:00+09:00,smartmeter,,,616.0,,
2022-12-18T00:07:00+09:00,smartmeter,,,,4.7,1.9
2022-12-18T00:08:00+09:00,smartmeter,,,524.0,,
2022-12-18T00:08:00+09:00,smartmeter,,,,3.9,1.9
2022-12-18T00:09:00+09:00,smartmeter,,,536.0,,
2022-12-18T00:09:00+09:00,smartmeter,,,,3.8,2.0
2022-12-18T00:10:00+09:00,smartmeter,,,528.0,,
2022-12-18T00:10:00+09:00,smartmeter,,,,4.3,1.5
2022-12-18T00:11:00+09:00,smartmeter,,,640.0,,
2022-12-18T00:11:00+09:00,smartmeter,,,,5.7,1.3
2022-12-18T00:12:00+09:00,smartmeter,,,560.0,,
2022-12-18T00:12:00+09:00,smartmeter,,,,4.8,1.3
2022-12-18T00:13:00+09:00,smartmeter,,,584.0,,
2022-12-18T00:13:00+09:00,smartmeter,,,,4.9,1.4
2022-12-18T00:14:00+09:00,smartmeter,,,640.0,,
2022-12-18T00:14:00+09:00,smartmeter,,,,5.0,1.8
2022-12-18T00:15:00+09:00,smartmeter,,,588.0,,
2022-12-18T00:15:00+09:00,smartmeter,,,,5.0,1.3
2022-12-18T00:16:00+09:00,smartmeter,,,560.0,,
2022-12-18T00:16:00+09:00,smartmeter,,,,4.8,1.3
2022-12-18T00:17:00+09:00,smartmeter,,,584.0,,
2022-12-18T00:17:00+09:00,smartmeter,,,,5.0,1.3
2022-12-18T00:18:00+09:00,smartmeter,,,668.0,,
2022-12-18T00:18:00+09:00,smartmeter,,,,5.7,1.5
2022-12-18T00:19:00+09:00,smartmeter,,,676.0,,
2022-12-18T00:19:00+09:00,smartmeter,,,,5.4,1.8
2022-12-18T00:20:00+09:00,smartmeter,,,880.0,,
2022-12-18T00:20:00+09:00,smartmeter,,,,5.3,3.9
2022-12-18T00:21:00+09:00,smartmeter,,,652.0,,
2022-12-18T00:21:00+09:00,smartmeter,,,,5.6,1.4
2022-12-18T00:22:00+09:00,smartmeter,,,656.0,,
2022-12-18T00:22:00+09:00,smartmeter,,,,4.4,2.6
2022-12-18T00:23:00+09:00,smartmeter,,,660.0,,
2022-12-18T00:23:00+09:00,smartmeter,,,,4.3,2.7
2022-12-18T00:25:00+09:00,smartmeter,,,728.0,,
