measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-05-25T00:00:00+09:00,smartmeter,172550,,536.0,,
2023-05-25T00:00:00+09:00,smartmeter,172551,,,4.3,1.9
2023-05-25T00:00:00+09:00,smartmeter,172552,6058.88,,,
2023-05-25T00:01:00+09:00,smartmeter,172553,,548.0,,
2023-05-25T00:01:00+09:00,smartmeter,172554,,,4.3,1.9
2023-05-25T00:02:00+09:00,smartmeter,172555,,520.0,,
2023-05-25T00:02:00+09:00,smartmeter,172556,,,4.1,1.9
2023-05-25T00:03:00+09:00,smartmeter,172557,,464.0,,
2023-05-25T00:03:00+09:00,smartmeter,172558,,,3.9,1.5
2023-05-25T00:04:00+09:00,smartmeter,172559,,524.0,,
2023-05-25T00:04:00+09:00,smartmeter,172560,,,3.9,2.0
2023-05-25T00:05:00+09:00,smartmeter,172561,,452.0,,
2023-05-25T00:05:00+09:00,smartmeter,172562,,,3.8,1.5
2023-05-25T00:06:00+09:00,smartmeter,172563,,456.0,,
2023-05-25T00:06:00+09:00,smartmeter,172564,,,3.8,1.5
2023-05-25T00:07:00+09:00,smartmeter,172565,,456.0,,
2023-05-25T00:07:00+09:00,smartmeter,172566,,,3.9,1.5
2023-05-25T00:08:00+09:00,smartmeter,172567,,468.0,,
2023-05-25T00:08:00+09:00,smartmeter,172568,,,3.9,1.6
2023-05-25T00:09:00+09:00,smartmeter,172569,,480.0,,
2023-05-25T00:09:00+09:00,smartmeter,172570,,,4.1,1.5
2023-05-25T00:10:00+09:00,smartmeter,172571,,484.0,,
2023-05-25T00:10:00+09:00,smartmeter,172572,,,4.2,1.5
2023-05-25T00:11:00+09:00,smartmeter,172573,,484.0,,
2023-05-25T00:11:00+09:00,smartmeter,172574,,,4.2,1.4
2023-05-25T00:12:00+09:00,smartmeter,172575,,468.0,,
2023-05-25T00:12:00+09:00,smartmeter,172576,,,4.2,1.3
2023-05-25T00:13:00+09:00,smartmeter,172577,,516.0,,
2023-05-25T00:13:00+09:00,smartmeter,172578,,,4.1,1.8
2023-05-25T00:14:00+09:00,smartmeter,172579,,452.0,,
2023-05-25T00:14:00+09:00,smartmeter,172580,,,4.1,1.3
2023-05-25T00:15:00+09:00,smartmeter,172581,,448.0,,
2023-05-25T00:15:00+09:00,smartmeter,172582,,,4.1,1.3
2023-05-25T00:16:00+09:00,smartmeter,172583,,444.0,,
2023-05-25T00:16:00+09:00,smartmeter,172584,,,4.0,1.3
2023-05-25T00:17:00+09:00,smartmeter,172585,,452.0,,
2023-05-25T00:17:00+09:00,smartmeter,172586,,,4.1,1.3
2023-05-25T00:18:00+09:00,smartmeter,172587,,456.0,,
2023-05-25T00:18:00+09:00,smartmeter,172588,,,3.5,1.8
2023-05-25T00:19:00+09:00,smartmeter,172589,,412.0,,
2023-05-25T00:19:00+09:00,smartmeter,172590,,,3.6,1.3
2023-05-25T00:20:00+09:00,smartmeter,172591,,436.0,,
2023-05-25T00:20:00+09:00,smartmeter,172592,,,3.7,1.3
2023-05-25T00:21:00+09:00,smartmeter,172593,,400.0,,
2023-05-25T00:21:00+09:00,smartmeter,172594,,,3.4,1.3
2023-05-25T00:22:00+09:00,smartmeter,172595,,404.0,,
2023-05-25T00:22:00+09:00,smartmeter,172596,,,3.5,1.3
2023-05-25T00:23:00+09:00,smartmeter,172597,,456.0,,
2023-05-25T00:23:00+09:00,smartmeter,172598,,,3.5,1.7
2023-05-25T00:24:00+09:00,smartmeter,172599,,396.0,,
2023-05-25T00:24:00+09:00,smartmeter,172600,,,3.4,1.3
2023-05-25T00:25:00+09:00,smartmeter,172601,,404.0,,
2023-05-25T00:25:00+09:00,smartmeter,172602,,,3.4,1.3
2023-05-25T00:26:00+09:00,smartmeter,172603,,396.0,,
2023-05-25T00:26:00+09:00,smartmeter,172604,,,3.4,1.3
2023-05-25T00:27:00+09:00,smartmeter,172605,,404.0,,
2023-05-25T00:27:00+09:00,smartmeter,172606,,,3.4,1.3
2023-05-25T00:28:00+09:00,smartmeter,172607,,524.0,,
2023-05-25T00:28:00+09:00,smartmeter,172608,,,4.2,1.8
2023-05-25T00:29:00+09:00,smartmeter,172609,,448.0,,
2023-05-25T00:29:00+09:00,smartmeter,172610,,,4.0,1.3
2023-05-25T00:30:00+09:00,smartmeter,172611,,436.0,,
2023-05-25T00:30:00+09:00,smartmeter,172612,,,3.9,1.3
2023-05-25T00:30:00+09:00,smartmeter,172613,6059.12,,,
2023-05-25T00:31:00+09:00,smartmeter,172614,,436.0,,
2023-05-25T00:31:00+09:00,smartmeter,172615,,,3.9,1.3
2023-05-25T00:32:00+09:00,smartmeter,172616,,420.0,,
2023-05-25T00:32:00+09:00,smartmeter,172617,,,3.7,1.3
2023-05-25T00:33:00+09:00,smartmeter,172618,,472.0,,
2023-05-25T00:33:00+09:00,smartmeter,172619,,,3.8,1.7
2023-05-25T00:34:00+09:00,smartmeter,172620,,428.0,,
2023-05-25T00:34:00+09:00,smartmeter,172621,,,3.8,1.3
2023-05-25T00:35:00+09:00,smartmeter,172622,,292.0,,
2023-05-25T00:35:00+09:00,smartmeter,172623,,,2.2,1.3
2023-05-25T00:36:00+09:00,smartmeter,172624,,296.0,,
2023-05-25T00:36:00+09:00,smartmeter,172625,,,2.3,1.3
2023-05-25T00:37:00+09:00,smartmeter,172626,,328.0,,
2023-05-25T00:37:00+09:00,smartmeter,172627,,,2.3,1.5
2023-05-25T00:38:00+09:00,smartmeter,172628,,316.0,,
2023-05-25T00:38:00+09:00,smartmeter,172629,,,2.5,1.3
2023-05-25T00:39:00+09:00,smartmeter,172630,,324.0,,
2023-05-25T00:39:00+09:00,smartmeter,172631,,,2.5,1.3
2023-05-25T00:40:00+09:00,smartmeter,172632,,304.0,,
2023-05-25T00:40:00+09:00,smartmeter,172633,,,2.4,1.3
2023-05-25T00:41:00+09:00,smartmeter,172634,,696.0,,
2023-05-25T00:41:00+09:00,smartmeter,172635,,,2.3,5.0
2023-05-25T00:42:00+09:00,smartmeter,172636,,364.0,,
2023-05-25T00:42:00+09:00,smartmeter,172637,,,2.3,1.8
2023-05-25T00:43:00+09:00,smartmeter,172638,,288.0,,
2023-05-25T00:43:00+09:00,smartmeter,172639,,,2.2,1.3
2023-05-25T00:44:00+09:00,smartmeter,172640,,304.0,,
2023-05-25T00:44:00+09:00,smartmeter,172641,,,2.3,1.3
2023-05-25T00:45:00+09:00,smartmeter,172642,,356.0,,
2023-05-25T00:45:00+09:00,smartmeter,172643,,,2.3,1.8
2023-05-25T00:46:00+09:00,smartmeter,172644,,492.0,,
2023-05-25T00:46:00+09:00,smartmeter,172645,,,3.6,2.0
2023-05-25T00:47:00+09:00,smartmeter,172646,,456.0,,
2023-05-25T00:47:00+09:00,smartmeter,172647,,,3.5,1.7
2023-05-25T00:48:00+09:00,smartmeter,172648,,464.0,,
2023-05-25T00:48:00+09:00,smartmeter,172649,,,3.6,1.7
2023-05-25T00:49:00+09:00,smartmeter,172650,,476.0,,
2023-05-25T00:49:00+09:00,smartmeter,172651,,,3.7,1.7
2023-05-25T00:50:00+09:00,smartmeter,172652,,432.0,,
2023-05-25T00:50:00+09:00,smartmeter,172653,,,3.8,1.3
2023-05-25T00:51:00+09:00,smartmeter,172654,,452.0,,
2023-05-25T00:51:00+09:00,smartmeter,172655,,,3.6,1.7
2023-05-25T00:52:00+09:00,smartmeter,172656,,412.0,,
2023-05-25T00:52:00+09:00,smartmeter,172657,,,3.6,1.3
2023-05-25T00:53:00+09:00,smartmeter,172658,,416.0,,
2023-05-25T00:53:00+09:00,smartmeter,172659,,,3.6,1.3
2023-05-25T00:54:00+09:00,smartmeter,172660,,400.0,,
2023-05-25T00:54:00+09:00,smartmeter,172661,,,3.5,1.3
2023-05-25T00:55:00+09:00,smartmeter,172662,,412.0,,
2023-05-25T00:55:00+09:00,smartmeter,172663,,,3.6,1.3
2023-05-25T00:56:00+09:00,smartmeter,172664,,476.0,,
2023-05-25T00:56:00+09:00,smartmeter,172665,,,3.7,1.7
2023-05-25T00:57:00+09:00,smartmeter,172666,,428.0,,
2023-05-25T00:57:00+09:00,smartmeter,172667,,,3.8,1.3
2023-05-25T00:59:00+09:00,smartmeter,172668,,424.0,,
2023-05-25T00:59:00+09:00,smartmeter,172669,,,3.7,1.3
2023-05-25T01:00:00+09:00,smartmeter,172670,,480.0,,
2023-05-25T01:00:00+09:00,smartmeter,172671,,,3.7,1.8
2023-05-25T01:00:00+09:00,smartmeter,172672,6059.32,,,
2023-05-25T01:01:00+09:00,smartmeter,172673,,420.0,,
2023-05-25T01:01:00+09:00,smartmeter,172674,,,3.7,1.3
2023-05-25T01:03:00+09:00,smartmeter,172675,,416.0,,
2023-05-25T01:03:00+09:00,smartmeter,172676,,,3.6,1.3
2023-05-25T01:04:00+09:00,smartmeter,172677,,412.0,,
2023-05-25T01:04:00+09:00,smartmeter,172678,,,3.6,1.3
2023-05-25T01:05:00+09:00,smartmeter,172679,,456.0,,
2023-05-25T01:05:00+09:00,smartmeter,172680,,,3.5,1.8
2023-05-25T01:06:00+09:00,smartmeter,172681,,416.0,,
2023-05-25T01:06:00+09:00,smartmeter,172682,,,3.7,1.3
2023-05-25T01:07:00+09:00,smartmeter,172683,,396.0,,
2023-05-25T01:07:00+09:00,smartmeter,172684,,,3.4,1.3
2023-05-25T01:08:00+09:00,smartmeter,172685,,396.0,,
2023-05-25T01:08:00+09:00,smartmeter,172686,,,3.4,1.3
2023-05-25T01:09:00+09:00,smartmeter,172687,,396.0,,
2023-05-25T01:09:00+09:00,smartmeter,172688,,,3.4,1.3
2023-05-25T01:10:00+09:00,smartmeter,172689,,632.0,,
2023-05-25T01:10:00+09:00,smartmeter,172690,,,3.4,3.7
2023-05-25T01:11:00+09:00,smartmeter,172691,,400.0,,
2023-05-25T01:11:00+09:00,smartmeter,172692,,,3.5,1.3
2023-05-25T01:12:00+09:00,smartmeter,172693,,412.0,,
2023-05-25T01:12:00+09:00,smartmeter,172694,,,3.6,1.3
2023-05-25T01:13:00+09:00,smartmeter,172695,,392.0,,
2023-05-25T01:13:00+09:00,smartmeter,172696,,,3.4,1.3
2023-05-25T01:14:00+09:00,smartmeter,172697,,416.0,,
2023-05-25T01:14:00+09:00,smartmeter,172698,,,3.5,1.3
2023-05-25T01:15:00+09:00,smartmeter,172699,,440.0,,
2023-05-25T01:15:00+09:00,smartmeter,172700,,,3.6,1.6
2023-05-25T01:16:00+09:00,smartmeter,172701,,400.0,,
2023-05-25T01:16:00+09:00,smartmeter,172702,,,3.5,1.3
2023-05-25T01:17:00+09:00,smartmeter,172703,,384.0,,
2023-05-25T01:17:00+09:00,smartmeter,172704,,,3.3,1.3
2023-05-25T01:18:00+09:00,smartmeter,172705,,388.0,,
2023-05-25T01:18:00+09:00,smartmeter,172706,,,3.4,1.3
2023-05-25T01:19:00+09:00,smartmeter,172707,,304.0,,
2023-05-25T01:19:00+09:00,smartmeter,172708,,,2.2,1.4
2023-05-25T01:20:00+09:00,smartmeter,172709,,304.0,,
2023-05-25T01:20:00+09:00,smartmeter,172710,,,2.2,1.4
2023-05-25T01:21:00+09:00,smartmeter,172711,,284.0,,
2023-05-25T01:21:00+09:00,smartmeter,172712,,,2.1,1.3
2023-05-25T01:22:00+09:00,smartmeter,172713,,288.0,,
2023-05-25T01:22:00+09:00,smartmeter,172714,,,2.2,1.3
2023-05-25T01:23:00+09:00,smartmeter,172715,,292.0,,
2023-05-25T01:23:00+09:00,smartmeter,172716,,,2.3,1.3
2023-05-25T01:24:00+09:00,smartmeter,172717,,336.0,,
2023-05-25T01:24:00+09:00,smartmeter,172718,,,2.1,1.8
2023-05-25T01:25:00+09:00,smartmeter,172719,,312.0,,
2023-05-25T01:25:00+09:00,smartmeter,172720,,,2.2,1.5
2023-05-25T01:26:00+09:00,smartmeter,172721,,332.0,,
2023-05-25T01:26:00+09:00,smartmeter,172722,,,2.3,1.7
2023-05-25T01:27:00+09:00,smartmeter,172723,,316.0,,
2023-05-25T01:27:00+09:00,smartmeter,172724,,,2.2,1.7
2023-05-25T01:28:00+09:00,smartmeter,172725,,340.0,,
2023-05-25T01:28:00+09:00,smartmeter,172726,,,2.3,1.7
2023-05-25T01:29:00+09:00,smartmeter,172727,,388.0,,
2023-05-25T01:29:00+09:00,smartmeter,172728,,,2.3,2.1
2023-05-25T01:30:00+09:00,smartmeter,172729,,444.0,,
2023-05-25T01:30:00+09:00,smartmeter,172730,,,3.5,1.7
2023-05-25T01:30:00+09:00,smartmeter,172731,6059.51,,,
2023-05-25T01:31:00+09:00,smartmeter,172732,,432.0,,
2023-05-25T01:31:00+09:00,smartmeter,172733,,,3.4,1.7
2023-05-25T01:32:00+09:00,smartmeter,172734,,472.0,,
2023-05-25T01:32:00+09:00,smartmeter,172735,,,3.3,2.2
2023-05-25T01:33:00+09:00,smartmeter,172736,,488.0,,
2023-05-25T01:33:00+09:00,smartmeter,172737,,,3.4,2.2
2023-05-25T01:34:00+09:00,smartmeter,172738,,508.0,,
2023-05-25T01:34:00+09:00,smartmeter,172739,,,3.5,2.3
2023-05-25T01:35:00+09:00,smartmeter,172740,,424.0,,
2023-05-25T01:35:00+09:00,smartmeter,172741,,,2.8,2.1
2023-05-25T01:36:00+09:00,smartmeter,172742,,440.0,,
2023-05-25T01:36:00+09:00,smartmeter,172743,,,2.9,2.1
2023-05-25T01:37:00+09:00,smartmeter,172744,,408.0,,
2023-05-25T01:37:00+09:00,smartmeter,172745,,,3.1,1.7
2023-05-25T01:38:00+09:00,smartmeter,172746,,452.0,,
2023-05-25T01:38:00+09:00,smartmeter,172747,,,3.1,1.9
2023-05-25T01:39:00+09:00,smartmeter,172748,,496.0,,
2023-05-25T01:39:00+09:00,smartmeter,172749,,,3.2,2.3
2023-05-25T01:40:00+09:00,smartmeter,172750,,436.0,,
2023-05-25T01:40:00+09:00,smartmeter,172751,,,3.1,1.9
2023-05-25T01:41:00+09:00,smartmeter,172752,,428.0,,
2023-05-25T01:41:00+09:00,smartmeter,172753,,,3.0,2.0
2023-05-25T01:42:00+09:00,smartmeter,172754,,484.0,,
