measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-06-19T00:00:00+09:00,smartmeter,63873,,552.0,,
2023-06-19T00:00:00+09:00,smartmeter,63874,,,4.6,1.7
2023-06-19T00:00:00+09:00,smartmeter,63875,6429.97,,,
2023-06-19T00:01:00+09:00,smartmeter,63876,,520.0,,
2023-06-19T00:01:00+09:00,smartmeter,63877,,,4.6,1.4
2023-06-19T00:02:00+09:00,smartmeter,63878,,584.0,,
2023-06-19T00:02:00+09:00,smartmeter,63879,,,4.5,1.9
2023-06-19T00:03:00+09:00,smartmeter,63880,,524.0,,
2023-06-19T00:03:00+09:00,smartmeter,63881,,,4.6,1.5
2023-06-19T00:04:00+09:00,smartmeter,63882,,544.0,,
2023-06-19T00:04:00+09:00,smartmeter,63883,,,4.7,1.6
2023-06-19T00:05:00+09:00,smartmeter,63884,,540.0,,
2023-06-19T00:05:00+09:00,smartmeter,63885,,,4.7,1.5
2023-06-19T00:06:00+09:00,smartmeter,63886,,496.0,,
2023-06-19T00:06:00+09:00,smartmeter,63887,,,4.3,1.4
2023-06-19T00:07:00+09:00,smartmeter,63888,,528.0,,
2023-06-19T00:07:00+09:00,smartmeter,63889,,,4.7,1.4
2023-06-19T00:08:00+09:00,smartmeter,63890,,532.0,,
2023-06-19T00:08:00+09:00,smartmeter,63891,,,4.7,1.4
2023-06-19T00:09:00+09:00,smartmeter,63892,,536.0,,
2023-06-19T00:09:00+09:00,smartmeter,63893,,,4.8,1.4
2023-06-19T00:10:00+09:00,smartmeter,63894,,540.0,,
2023-06-19T00:10:00+09:00,smartmeter,63895,,,4.8,1.4
2023-06-19T00:11:00+09:00,smartmeter,63896,,536.0,,
2023-06-19T00:11:00+09:00,smartmeter,63897,,,4.8,1.2
2023-06-19T00:12:00+09:00,smartmeter,63898,,520.0,,
2023-06-19T00:12:00+09:00,smartmeter,63899,,,4.8,1.2
2023-06-19T00:13:00+09:00,smartmeter,63901,,,4.7,1.2
2023-06-19T00:14:00+09:00,smartmeter,63902,,516.0,,
2023-06-19T00:14:00+09:00,smartmeter,63903,,,4.7,1.2
2023-06-19T00:15:00+09:00,smartmeter,63904,,516.0,,
2023-06-19T00:15:00+09:00,smartmeter,63905,,,4.7,1.2
2023-06-19T00:16:00+09:00,smartmeter,63906,,512.0,,
2023-06-19T00:16:00+09:00,smartmeter,63907,,,4.7,1.2
2023-06-19T00:17:00+09:00,smartmeter,63908,,516.0,,
2023-06-19T00:17:00+09:00,smartmeter,63909,,,4.7,1.2
2023-06-19T00:18:00+09:00,smartmeter,63910,,508.0,,
2023-06-19T00:18:00+09:00,smartmeter,63911,,,4.7,1.2
2023-06-19T00:19:00+09:00,smartmeter,63912,,504.0,,
2023-06-19T00:19:00+09:00,smartmeter,63913,,,4.6,1.2
2023-06-19T00:20:00+09:00,smartmeter,63914,,504.0,,
2023-06-19T00:20:00+09:00,smartmeter,63915,,,4.5,1.2
2023-06-19T00:21:00+09:00,smartmeter,63916,,496.0,,
2023-06-19T00:21:00+09:00,smartmeter,63917,,,4.5,1.2
2023-06-19T00:22:00+09:00,smartmeter,63918,,508.0,,
2023-06-19T00:22:00+09:00,smartmeter,63919,,,4.6,1.2
2023-06-19T00:23:00+09:00,smartmeter,63920,,572.0,,
2023-06-19T00:23:00+09:00,smartmeter,63921,,,4.6,1.7
2023-06-19T00:24:00+09:00,smartmeter,63922,,508.0,,
2023-06-19T00:24:00+09:00,smartmeter,63923,,,4.6,1.2
2023-06-19T00:25:00+09:00,smartmeter,63924,,560.0,,
2023-06-19T00:25:00+09:00,smartmeter,63925,,,4.5,1.7
2023-06-19T00:26:00+09:00,smartmeter,63926,,484.0,,
2023-06-19T00:26:00+09:00,smartmeter,63927,,,4.4,1.2
2023-06-19T00:27:00+09:00,smartmeter,63928,,528.0,,
2023-06-19T00:27:00+09:00,smartmeter,63929,,,4.4,1.6
2023-06-19T00:28:00+09:00,smartmeter,63930,,352.0,,
2023-06-19T00:28:00+09:00,smartmeter,63931,,,2.8,1.2
2023-06-19T00:29:00+09:00,smartmeter,63932,,348.0,,
2023-06-19T00:29:00+09:00,smartmeter,63933,,,2.7,1.2
2023-06-19T00:30:00+09:00,smartmeter,63934,,344.0,,
2023-06-19T00:30:00+09:00,smartmeter,63935,,,2.7,1.2
2023-06-19T00:30:00+09:00,smartmeter,63936,6430.22,,,
2023-06-19T00:31:00+09:00,smartmeter,63937,,348.0,,
2023-06-19T00:31:00+09:00,smartmeter,63938,,,2.7,1.2
2023-06-19T00:32:00+09:00,smartmeter,63939,,344.0,,
2023-06-19T00:32:00+09:00,smartmeter,63940,,,2.8,1.2
2023-06-19T00:33:00+09:00,smartmeter,63941,,340.0,,
2023-06-19T00:33:00+09:00,smartmeter,63942,,,2.7,1.2
2023-06-19T00:34:00+09:00,smartmeter,63943,,344.0,,
2023-06-19T00:34:00+09:00,smartmeter,63944,,,2.8,1.2
2023-06-19T00:35:00+09:00,smartmeter,63945,,344.0,,
2023-06-19T00:35:00+09:00,smartmeter,63946,,,2.8,1.2
2023-06-19T00:36:00+09:00,smartmeter,63947,,352.0,,
2023-06-19T00:36:00+09:00,smartmeter,63948,,,2.8,1.2
2023-06-19T00:37:00+09:00,smartmeter,63949,,352.0,,
2023-06-19T00:37:00+09:00,smartmeter,63950,,,2.8,1.2
2023-06-19T00:38:00+09:00,smartmeter,63951,,348.0,,
2023-06-19T00:38:00+09:00,smartmeter,63952,,,2.8,1.2
2023-06-19T00:39:00+09:00,smartmeter,63953,,348.0,,
2023-06-19T00:39:00+09:00,smartmeter,63954,,,2.8,1.2
2023-06-19T00:40:00+09:00,smartmeter,63955,,356.0,,
2023-06-19T00:40:00+09:00,smartmeter,63956,,,2.9,1.2
2023-06-19T00:41:00+09:00,smartmeter,63957,,364.0,,
2023-06-19T00:41:00+09:00,smartmeter,63958,,,3.0,1.2
2023-06-19T00:42:00+09:00,smartmeter,63959,,456.0,,
2023-06-19T00:42:00+09:00,smartmeter,63960,,,4.1,1.2
2023-06-19T00:43:00+09:00,smartmeter,63961,,456.0,,
2023-06-19T00:43:00+09:00,smartmeter,63962,,,4.1,1.2
2023-06-19T00:44:00+09:00,smartmeter,63963,,464.0,,
2023-06-19T00:44:00+09:00,smartmeter,63964,,,4.1,1.2
2023-06-19T00:45:00+09:00,smartmeter,63966,,,4.2,1.2
2023-06-19T00:46:00+09:00,smartmeter,63967,,468.0,,
2023-06-19T00:46:00+09:00,smartmeter,63968,,,4.2,1.2
