measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-03-30T00:00:00+09:00,smartmeter,9157,,376.0,,
2023-03-30T00:00:00+09:00,smartmeter,9158,,,2.7,1.8
2023-03-30T00:00:00+09:00,smartmeter,9159,5255.46,,,
2023-03-30T00:01:00+09:00,smartmeter,9160,,420.0,,
2023-03-30T00:01:00+09:00,smartmeter,9161,,,2.5,2.4
2023-03-30T00:02:00+09:00,smartmeter,9162,,432.0,,
2023-03-30T00:02:00+09:00,smartmeter,9163,,,2.5,2.5
2023-03-30T00:03:00+09:00,smartmeter,9164,,440.0,,
2023-03-30T00:03:00+09:00,smartmeter,9165,,,2.7,2.4
2023-03-30T00:04:00+09:00,smartmeter,9166,,452.0,,
2023-03-30T00:04:00+09:00,smartmeter,9167,,,2.7,2.4
2023-03-30T00:05:00+09:00,smartmeter,9168,,404.0,,
2023-03-30T00:05:00+09:00,smartmeter,9169,,,2.6,2.1
2023-03-30T00:06:00+09:00,smartmeter,9170,,784.0,,
2023-03-30T00:06:00+09:00,smartmeter,9171,,,2.5,5.8
2023-03-30T00:07:00+09:00,smartmeter,9172,,372.0,,
2023-03-30T00:07:00+09:00,smartmeter,9173,,,2.5,1.9
2023-03-30T00:08:00+09:00,smartmeter,9174,,484.0,,
2023-03-30T00:08:00+09:00,smartmeter,9175,,,3.7,1.9
2023-03-30T00:09:00+09:00,smartmeter,9176,,484.0,,
2023-03-30T00:09:00+09:00,smartmeter,9177,,,3.8,1.8
2023-03-30T00:10:00+09:00,smartmeter,9178,,476.0,,
2023-03-30T00:10:00+09:00,smartmeter,9179,,,3.7,1.8
2023-03-30T00:11:00+09:00,smartmeter,9180,,464.0,,
2023-03-30T00:11:00+09:00,smartmeter,9181,,,3.6,1.9
2023-03-30T00:12:00+09:00,smartmeter,9182,,460.0,,
2023-03-30T00:12:00+09:00,smartmeter,9183,,,3.6,1.8
2023-03-30T00:13:00+09:00,smartmeter,9184,,456.0,,
2023-03-30T00:13:00+09:00,smartmeter,9185,,,3.7,1.7
2023-03-30T00:14:00+09:00,smartmeter,9186,,756.0,,
2023-03-30T00:14:00+09:00,smartmeter,9187,,,3.9,4.3
2023-03-30T00:15:00+09:00,smartmeter,9188,,420.0,,
2023-03-30T00:15:00+09:00,smartmeter,9189,,,3.3,1.6
2023-03-30T00:16:00+09:00,smartmeter,9190,,400.0,,
2023-03-30T00:16:00+09:00,smartmeter,9191,,,3.1,1.6
2023-03-30T00:17:00+09:00,smartmeter,9192,,428.0,,
2023-03-30T00:17:00+09:00,smartmeter,9193,,,3.1,1.9
2023-03-30T00:18:00+09:00,smartmeter,9194,,468.0,,
2023-03-30T00:18:00+09:00,smartmeter,9195,,,3.2,2.2
2023-03-30T00:19:00+09:00,smartmeter,9196,,496.0,,
2023-03-30T00:19:00+09:00,smartmeter,9197,,,3.3,2.2
2023-03-30T00:20:00+09:00,smartmeter,9198,,480.0,,
2023-03-30T00:20:00+09:00,smartmeter,9199,,,3.3,2.2
2023-03-30T00:21:00+09:00,smartmeter,9200,,460.0,,
2023-03-30T00:21:00+09:00,smartmeter,9201,,,3.1,2.1
2023-03-30T00:22:00+09:00,smartmeter,9202,,412.0,,
2023-03-30T00:22:00+09:00,smartmeter,9203,,,3.1,1.8
2023-03-30T00:23:00+09:00,smartmeter,9204,,420.0,,
2023-03-30T00:23:00+09:00,smartmeter,9205,,,3.2,1.7
2023-03-30T00:24:00+09:00,smartmeter,9206,,412.0,,
2023-03-30T00:24:00+09:00,smartmeter,9207,,,3.1,1.7
2023-03-30T00:25:00+09:00,smartmeter,9208,,384.0,,
2023-03-30T00:25:00+09:00,smartmeter,9209,,,2.9,1.7
2023-03-30T00:26:00+09:00,smartmeter,9210,,448.0,,
2023-03-30T00:26:00+09:00,smartmeter,9211,,,3.6,1.7
2023-03-30T00:27:00+09:00,smartmeter,9212,,444.0,,
2023-03-30T00:27:00+09:00,smartmeter,9213,,,3.6,1.7
2023-03-30T00:28:00+09:00,smartmeter,9214,,468.0,,
2023-03-30T00:28:00+09:00,smartmeter,9215,,,3.7,1.7
2023-03-30T00:29:00+09:00,smartmeter,9216,,464.0,,
2023-03-30T00:29:00+09:00,smartmeter,9217,,,3.7,1.7
2023-03-30T00:30:00+09:00,smartmeter,9218,,480.0,,
2023-03-30T00:30:00+09:00,smartmeter,9219,,,2.5,2.9
2023-03-30T00:30:00+09:00,smartmeter,9220,5255.68,,,
2023-03-30T00:31:00+09:00,smartmeter,9221,,360.0,,
2023-03-30T00:31:00+09:00,smartmeter,9222,,,2.5,1.8
2023-03-30T00:32:00+09:00,smartmeter,9223,,376.0,,
2023-03-30T00:32:00+09:00,smartmeter,9224,,,2.6,1.8
2023-03-30T00:33:00+09:00,smartmeter,9225,,392.0,,
2023-03-30T00:33:00+09:00,smartmeter,9226,,,2.7,1.8
2023-03-30T00:34:00+09:00,smartmeter,9227,,392.0,,
2023-03-30T00:34:00+09:00,smartmeter,9228,,,2.5,2.0
2023-03-30T00:35:00+09:00,smartmeter,9229,,408.0,,
2023-03-30T00:35:00+09:00,smartmeter,9230,,,2.5,2.2
2023-03-30T00:36:00+09:00,smartmeter,9231,,428.0,,
2023-03-30T00:36:00+09:00,smartmeter,9232,,,2.7,2.2
2023-03-30T00:37:00+09:00,smartmeter,9233,,440.0,,
2023-03-30T00:37:00+09:00,smartmeter,9234,,,2.7,2.2
2023-03-30T00:38:00+09:00,smartmeter,9235,,400.0,,
2023-03-30T00:38:00+09:00,smartmeter,9236,,,2.5,2.2
2023-03-30T00:39:00+09:00,smartmeter,9237,,372.0,,
2023-03-30T00:39:00+09:00,smartmeter,9238,,,2.5,1.9
2023-03-30T00:40:00+09:00,smartmeter,9239,,360.0,,
2023-03-30T00:40:00+09:00,smartmeter,9240,,,2.6,1.7
2023-03-30T00:41:00+09:00,smartmeter,9241,,376.0,,
2023-03-30T00:41:00+09:00,smartmeter,9242,,,2.7,1.7
2023-03-30T00:42:00+09:00,smartmeter,9243,,364.0,,
2023-03-30T00:42:00+09:00,smartmeter,9244,,,2.6,1.7
