measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-07-08T00:00:00+09:00,smartmeter,118509,,344.0,,
2023-07-08T00:00:00+09:00,smartmeter,118510,,,2.5,1.5
2023-07-08T00:00:00+09:00,smartmeter,118511,6731.42,,,
2023-07-08T00:01:00+09:00,smartmeter,118512,,348.0,,
2023-07-08T00:01:00+09:00,smartmeter,118513,,,2.5,1.6
2023-07-08T00:02:00+09:00,smartmeter,118514,,360.0,,
2023-07-08T00:02:00+09:00,smartmeter,118515,,,2.6,1.5
2023-07-08T00:03:00+09:00,smartmeter,118516,,568.0,,
2023-07-08T00:03:00+09:00,smartmeter,118517,,,4.3,2.0
2023-07-08T00:04:00+09:00,smartmeter,118518,,468.0,,
2023-07-08T00:04:00+09:00,smartmeter,118519,,,3.9,1.5
2023-07-08T00:05:00+09:00,smartmeter,118520,,468.0,,
2023-07-08T00:05:00+09:00,smartmeter,118521,,,3.9,1.5
2023-07-08T00:06:00+09:00,smartmeter,118522,,492.0,,
2023-07-08T00:06:00+09:00,smartmeter,118523,,,3.9,1.7
2023-07-08T00:07:00+09:00,smartmeter,118524,,472.0,,
2023-07-08T00:07:00+09:00,smartmeter,118525,,,4.0,1.5
2023-07-08T00:08:00+09:00,smartmeter,118526,,472.0,,
2023-07-08T00:08:00+09:00,smartmeter,118527,,,4.0,1.5
2023-07-08T00:09:00+09:00,smartmeter,118528,,476.0,,
2023-07-08T00:09:00+09:00,smartmeter,118529,,,4.0,1.5
2023-07-08T00:10:00+09:00,smartmeter,118530,,528.0,,
2023-07-08T00:10:00+09:00,smartmeter,118531,,,4.8,1.5
2023-07-08T00:11:00+09:00,smartmeter,118532,,476.0,,
2023-07-08T00:11:00+09:00,smartmeter,118533,,,4.0,1.5
2023-07-08T00:12:00+09:00,smartmeter,118534,,472.0,,
2023-07-08T00:12:00+09:00,smartmeter,118535,,,4.0,1.5
2023-07-08T00:13:00+09:00,smartmeter,118536,,840.0,,
2023-07-08T00:13:00+09:00,smartmeter,118537,,,8.4,1.4
2023-07-08T00:14:00+09:00,smartmeter,118538,,468.0,,
2023-07-08T00:14:00+09:00,smartmeter,118539,,,4.1,1.3
2023-07-08T00:15:00+09:00,smartmeter,118540,,464.0,,
2023-07-08T00:15:00+09:00,smartmeter,118541,,,4.0,1.3
2023-07-08T00:16:00+09:00,smartmeter,118542,,464.0,,
2023-07-08T00:16:00+09:00,smartmeter,118543,,,4.0,1.3
2023-07-08T00:17:00+09:00,smartmeter,118544,,484.0,,
2023-07-08T00:17:00+09:00,smartmeter,118545,,,4.2,1.3
2023-07-08T00:18:00+09:00,smartmeter,118546,,516.0,,
2023-07-08T00:18:00+09:00,smartmeter,118547,,,4.6,1.3
2023-07-08T00:19:00+09:00,smartmeter,118548,,536.0,,
2023-07-08T00:19:00+09:00,smartmeter,118549,,,4.6,1.5
2023-07-08T00:20:00+09:00,smartmeter,118550,,524.0,,
2023-07-08T00:20:00+09:00,smartmeter,118551,,,4.7,1.3
2023-07-08T00:21:00+09:00,smartmeter,118552,,520.0,,
2023-07-08T00:21:00+09:00,smartmeter,118553,,,4.6,1.3
