measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-08-04T05:12:00+09:00,smartmeter,191102,,916.0,,
2023-08-04T05:12:00+09:00,smartmeter,191103,,,7.5,2.6
2023-08-04T05:00:00+09:00,smartmeter,191104,7249.15,,,
2023-08-04T05:13:00+09:00,smartmeter,191105,,924.0,,
2023-08-04T05:13:00+09:00,smartmeter,191106,,,7.3,2.9
2023-08-04T05:14:00+09:00,smartmeter,191107,,980.0,,
2023-08-04T05:14:00+09:00,smartmeter,191108,,,7.8,3.0
2023-08-04T05:15:00+09:00,smartmeter,191109,,772.0,,
2023-08-04T05:15:00+09:00,smartmeter,191110,,,5.8,2.6
2023-08-04T05:16:00+09:00,smartmeter,191111,,764.0,,
2023-08-04T05:16:00+09:00,smartmeter,191112,,,5.7,2.6
2023-08-04T05:17:00+09:00,smartmeter,191113,,760.0,,
2023-08-04T05:17:00+09:00,smartmeter,191114,,,5.6,2.6
2023-08-04T05:18:00+09:00,smartmeter,191115,,768.0,,
2023-08-04T05:18:00+09:00,smartmeter,191116,,,5.7,2.6
2023-08-04T05:19:00+09:00,smartmeter,191117,,756.0,,
2023-08-04T05:19:00+09:00,smartmeter,191118,,,5.6,2.6
2023-08-04T05:20:00+09:00,smartmeter,191119,,788.0,,
2023-08-04T05:20:00+09:00,smartmeter,191120,,,5.6,3.0
2023-08-04T05:21:00+09:00,smartmeter,191121,,756.0,,
2023-08-04T05:21:00+09:00,smartmeter,191122,,,5.5,2.6
2023-08-04T05:22:00+09:00,smartmeter,191123,,756.0,,
2023-08-04T05:22:00+09:00,smartmeter,191124,,,5.5,2.7
2023-08-04T05:23:00+09:00,smartmeter,191125,,756.0,,
2023-08-04T05:23:00+09:00,smartmeter,191126,,,5.6,2.7
2023-08-04T05:24:00+09:00,smartmeter,191127,,752.0,,
2023-08-04T05:24:00+09:00,smartmeter,191128,,,5.5,2.7
2023-08-04T05:25:00+09:00,smartmeter,191129,,744.0,,
2023-08-04T05:25:00+09:00,smartmeter,191130,,,5.4,2.7
2023-08-04T05:26:00+09:00,smartmeter,191131,,748.0,,
2023-08-04T05:26:00+09:00,smartmeter,191132,,,5.5,2.7
2023-08-04T05:27:00+09:00,smartmeter,191133,,752.0,,
2023-08-04T05:27:00+09:00,smartmeter,191134,,,5.5,2.7
2023-08-04T05:28:00+09:00,smartmeter,191135,,792.0,,
2023-08-04T05:28:00+09:00,smartmeter,191136,,,5.6,2.9
2023-08-04T05:29:00+09:00,smartmeter,191137,,820.0,,
2023-08-04T05:29:00+09:00,smartmeter,191138,,,5.7,3.2
2023-08-04T05:30:00+09:00,smartmeter,191139,,772.0,,
2023-08-04T05:30:00+09:00,smartmeter,191140,,,5.7,2.7
2023-08-04T05:30:00+09:00,smartmeter,191141,7249.57,,,
2023-08-04T05:31:00+09:00,smartmeter,191142,,772.0,,
2023-08-04T05:31:00+09:00,smartmeter,191143,,,5.8,2.7
2023-08-04T05:32:00+09:00,smartmeter,191144,,776.0,,
