measured_at,sensor_id,message_id,cumlative_kwh,instant_watt,instant_ampere_R,instant_ampere_T
2023-04-07T00:00:00+09:00,smartmeter,32543,,568.0,,
2023-04-07T00:00:00+09:00,smartmeter,32544,,,3.8,2.6
2023-04-07T00:00:00+09:00,smartmeter,32545,5367.56,,,
2023-04-07T00:01:00+09:00,smartmeter,32546,,572.0,,
2023-04-07T00:01:00+09:00,smartmeter,32547,,,3.8,2.7
2023-04-07T00:02:00+09:00,smartmeter,32548,,568.0,,
2023-04-07T00:02:00+09:00,smartmeter,32549,,,3.8,2.7
2023-04-07T00:03:00+09:00,smartmeter,32550,,592.0,,
2023-04-07T00:03:00+09:00,smartmeter,32551,,,3.9,2.7
2023-04-07T00:04:00+09:00,smartmeter,32552,,584.0,,
2023-04-07T00:04:00+09:00,smartmeter,32553,,,3.8,2.7
2023-04-07T00:05:00+09:00,smartmeter,32554,,616.0,,
2023-04-07T00:05:00+09:00,smartmeter,32555,,,3.6,3.2
2023-04-07T00:06:00+09:00,smartmeter,32556,,560.0,,
2023-04-07T00:06:00+09:00,smartmeter,32557,,,3.6,2.7
2023-04-07T00:07:00+09:00,smartmeter,32558,,556.0,,
2023-04-07T00:07:00+09:00,smartmeter,32559,,,3.6,2.7
2023-04-07T00:08:00+09:00,smartmeter,32560,,556.0,,
2023-04-07T00:08:00+09:00,smartmeter,32561,,,3.6,2.6
2023-04-07T00:09:00+09:00,smartmeter,32562,,580.0,,
2023-04-07T00:09:00+09:00,smartmeter,32563,,,3.8,2.6
2023-04-07T00:10:00+09:00,smartmeter,32564,,580.0,,
2023-04-07T00:10:00+09:00,smartmeter,32565,,,3.8,2.7
2023-04-07T00:11:00+09:00,smartmeter,32566,,576.0,,
2023-04-07T00:11:00+09:00,smartmeter,32567,,,3.7,2.8
2023-04-07T00:12:00+09:00,smartmeter,32568,,512.0,,
2023-04-07T00:12:00+09:00,smartmeter,32569,,,3.7,2.1
2023-04-07T00:13:00+09:00,smartmeter,32570,,512.0,,
2023-04-07T00:13:00+09:00,smartmeter,32571,,,3.8,2.1
2023-04-07T00:14:00+09:00,smartmeter,32572,,524.0,,
2023-04-07T00:14:00+09:00,smartmeter,32573,,,3.8,2.1
2023-04-07T00:15:00+09:00,smartmeter,32574,,540.0,,
2023-04-07T00:15:00+09:00,smartmeter,32575,,,4.0,2.1
2023-04-07T00:16:00+09:00,smartmeter,32576,,520.0,,
2023-04-07T00:16:00+09:00,smartmeter,32577,,,3.8,2.1
2023-04-07T00:17:00+09:00,smartmeter,32578,,564.0,,
2023-04-07T00:17:00+09:00,smartmeter,32579,,,3.7,2.6
2023-04-07T00:18:00+09:00,smartmeter,32580,,508.0,,
2023-04-07T00:18:00+09:00,smartmeter,32581,,,3.7,2.1
2023-04-07T00:19:00+09:00,smartmeter,32582,,508.0,,
2023-04-07T00:19:00+09:00,smartmeter,32583,,,3.7,2.1
2023-04-07T00:20:00+09:00,smartmeter,32584,,504.0,,
2023-04-07T00:20:00+09:00,smartmeter,32585,,,3.6,2.1
2023-04-07T00:21:00+09:00,smartmeter,32586,,508.0,,
2023-04-07T00:21:00+09:00,smartmeter,32587,,,3.7,2.1
2023-04-07T00:22:00+09:00,smartmeter,32588,,520.0,,
2023-04-07T00:22:00+09:00,smartmeter,32589,,,3.8,2.1
2023-04-07T00:23:00+09:00,smartmeter,32590,,572.0,,
2023-04-07T00:23:00+09:00,smartmeter,32591,,,3.7,2.6
2023-04-07T00:24:00+09:00,smartmeter,32592,,412.0,,
2023-04-07T00:24:00+09:00,smartmeter,32593,,,2.5,2.1
2023-04-07T00:25:00+09:00,smartmeter,32594,,496.0,,
2023-04-07T00:25:00+09:00,smartmeter,32595,,,3.1,2.1
2023-04-07T00:26:00+09:00,smartmeter,32596,,500.0,,
2023-04-07T00:26:00+09:00,smartmeter,32597,,,3.1,2.1
2023-04-07T00:27:00+09:00,smartmeter,32598,,496.0,,
2023-04-07T00:27:00+09:00,smartmeter,32599,,,3.1,2.1
2023-04-07T00:28:00+09:00,smartmeter,32600,,504.0,,
2023-04-07T00:28:00+09:00,smartmeter,32601,,,3.2,2.1
2023-04-07T00:29:00+09:00,smartmeter,32602,,576.0,,
2023-04-07T00:29:00+09:00,smartmeter,32603,,,3.3,2.6
2023-04-07T00:30:00+09:00,smartmeter,32604,,524.0,,
2023-04-07T00:30:00+09:00,smartmeter,32605,,,3.4,2.1
2023-04-07T00:30:00+09:00,smartmeter,32606,5367.83,,,
2023-04-07T00:31:00+09:00,smartmeter,32607,,528.0,,
2023-04-07T00:31:00+09:00,smartmeter,32608,,,3.1,2.4
2023-04-07T00:32:00+09:00,smartmeter,32609,,532.0,,
2023-04-07T00:32:00+09:00,smartmeter,32610,,,3.1,2.5
2023-04-07T00:33:00+09:00,smartmeter,32611,,536.0,,
2023-04-07T00:33:00+09:00,smartmeter,32612,,,3.1,2.5
2023-04-07T00:34:00+09:00,smartmeter,32613,,532.0,,
